module,type,obj,line,column,endLine,endColumn,path,symbol,message,message-id
146,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/146.py,invalid-name,"Module name ""146"" doesn't conform to snake_case naming style",C0103
146,convention,specialFilter,1,0,1.0,17.0,sample_data/GPT_3.5_Simple/Data/146.py,missing-function-docstring,Missing function or method docstring,C0116
146,convention,specialFilter,1,0,1.0,17.0,sample_data/GPT_3.5_Simple/Data/146.py,invalid-name,"Function name ""specialFilter"" doesn't conform to snake_case naming style",C0103
102,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/102.py,missing-module-docstring,Missing module docstring,C0114
102,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/102.py,invalid-name,"Module name ""102"" doesn't conform to snake_case naming style",C0103
102,convention,choose_num,1,0,1.0,14.0,sample_data/GPT_3.5_Simple/Data/102.py,missing-function-docstring,Missing function or method docstring,C0116
99,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/99.py,missing-module-docstring,Missing module docstring,C0114
99,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/99.py,invalid-name,"Module name ""99"" doesn't conform to snake_case naming style",C0103
99,convention,closest_integer,1,0,1.0,19.0,sample_data/GPT_3.5_Simple/Data/99.py,missing-function-docstring,Missing function or method docstring,C0116
99,refactor,closest_integer,3,4,6.0,31.0,sample_data/GPT_3.5_Simple/Data/99.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
106,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/106.py,missing-module-docstring,Missing module docstring,C0114
106,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/106.py,invalid-name,"Module name ""106"" doesn't conform to snake_case naming style",C0103
106,convention,f,1,0,1.0,5.0,sample_data/GPT_3.5_Simple/Data/106.py,missing-function-docstring,Missing function or method docstring,C0116
72,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/72.py,missing-module-docstring,Missing module docstring,C0114
72,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/72.py,invalid-name,"Module name ""72"" doesn't conform to snake_case naming style",C0103
72,convention,will_it_fly,1,0,1.0,15.0,sample_data/GPT_3.5_Simple/Data/72.py,missing-function-docstring,Missing function or method docstring,C0116
72,refactor,will_it_fly,5,4,8.0,20.0,sample_data/GPT_3.5_Simple/Data/72.py,simplifiable-if-statement,The if statement can be replaced with 'return bool(test)',R1703
72,refactor,will_it_fly,5,4,8.0,20.0,sample_data/GPT_3.5_Simple/Data/72.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
6,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/6.py,missing-module-docstring,Missing module docstring,C0114
6,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/6.py,invalid-name,"Module name ""6"" doesn't conform to snake_case naming style",C0103
6,convention,parse_nested_parens,4,0,4.0,23.0,sample_data/GPT_3.5_Simple/Data/6.py,missing-function-docstring,Missing function or method docstring,C0116
81,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/81.py,missing-module-docstring,Missing module docstring,C0114
81,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/81.py,invalid-name,"Module name ""81"" doesn't conform to snake_case naming style",C0103
81,convention,numerical_letter_grade,1,0,1.0,26.0,sample_data/GPT_3.5_Simple/Data/81.py,missing-function-docstring,Missing function or method docstring,C0116
81,refactor,numerical_letter_grade,1,0,1.0,26.0,sample_data/GPT_3.5_Simple/Data/81.py,too-many-branches,Too many branches (13/12),R0912
94,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/94.py,missing-module-docstring,Missing module docstring,C0114
94,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/94.py,invalid-name,"Module name ""94"" doesn't conform to snake_case naming style",C0103
94,convention,skjkasdkd,1,0,1.0,13.0,sample_data/GPT_3.5_Simple/Data/94.py,missing-function-docstring,Missing function or method docstring,C0116
79,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/79.py,missing-module-docstring,Missing module docstring,C0114
79,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/79.py,invalid-name,"Module name ""79"" doesn't conform to snake_case naming style",C0103
79,convention,decimal_to_binary,1,0,1.0,21.0,sample_data/GPT_3.5_Simple/Data/79.py,missing-function-docstring,Missing function or method docstring,C0116
69,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/69.py,missing-module-docstring,Missing module docstring,C0114
69,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/69.py,invalid-name,"Module name ""69"" doesn't conform to snake_case naming style",C0103
69,convention,search,1,0,1.0,10.0,sample_data/GPT_3.5_Simple/Data/69.py,missing-function-docstring,Missing function or method docstring,C0116
69,refactor,search,13,11,13.0,35.0,sample_data/GPT_3.5_Simple/Data/69.py,chained-comparison,Simplify chained comparison between the operands,R1716
34,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/34.py,missing-module-docstring,Missing module docstring,C0114
34,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/34.py,invalid-name,"Module name ""34"" doesn't conform to snake_case naming style",C0103
34,convention,unique,1,0,1.0,10.0,sample_data/GPT_3.5_Simple/Data/34.py,missing-function-docstring,Missing function or method docstring,C0116
128,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/128.py,missing-module-docstring,Missing module docstring,C0114
128,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/128.py,invalid-name,"Module name ""128"" doesn't conform to snake_case naming style",C0103
128,convention,prod_signs,1,0,1.0,14.0,sample_data/GPT_3.5_Simple/Data/128.py,missing-function-docstring,Missing function or method docstring,C0116
117,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/117.py,missing-module-docstring,Missing module docstring,C0114
117,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/117.py,invalid-name,"Module name ""117"" doesn't conform to snake_case naming style",C0103
117,convention,select_words,1,0,1.0,16.0,sample_data/GPT_3.5_Simple/Data/117.py,missing-function-docstring,Missing function or method docstring,C0116
98,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/98.py,missing-module-docstring,Missing module docstring,C0114
98,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/98.py,invalid-name,"Module name ""98"" doesn't conform to snake_case naming style",C0103
98,convention,count_upper,1,0,1.0,15.0,sample_data/GPT_3.5_Simple/Data/98.py,missing-function-docstring,Missing function or method docstring,C0116
154,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/154.py,missing-module-docstring,Missing module docstring,C0114
154,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/154.py,invalid-name,"Module name ""154"" doesn't conform to snake_case naming style",C0103
154,convention,cycpattern_check,1,0,1.0,20.0,sample_data/GPT_3.5_Simple/Data/154.py,missing-function-docstring,Missing function or method docstring,C0116
154,warning,cycpattern_check,2,8,2.0,9.0,sample_data/GPT_3.5_Simple/Data/154.py,unused-variable,Unused variable 'i',W0612
13,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/13.py,missing-module-docstring,Missing module docstring,C0114
13,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/13.py,invalid-name,"Module name ""13"" doesn't conform to snake_case naming style",C0103
13,convention,greatest_common_divisor,1,0,1.0,27.0,sample_data/GPT_3.5_Simple/Data/13.py,missing-function-docstring,Missing function or method docstring,C0116
136,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/136.py,missing-module-docstring,Missing module docstring,C0114
136,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/136.py,invalid-name,"Module name ""136"" doesn't conform to snake_case naming style",C0103
136,convention,largest_smallest_integers,1,0,1.0,29.0,sample_data/GPT_3.5_Simple/Data/136.py,missing-function-docstring,Missing function or method docstring,C0116
91,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/91.py,missing-module-docstring,Missing module docstring,C0114
91,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/91.py,invalid-name,"Module name ""91"" doesn't conform to snake_case naming style",C0103
91,convention,is_bored,1,0,1.0,12.0,sample_data/GPT_3.5_Simple/Data/91.py,missing-function-docstring,Missing function or method docstring,C0116
91,convention,is_bored,1,13,1.0,14.0,sample_data/GPT_3.5_Simple/Data/91.py,invalid-name,"Argument name ""S"" doesn't conform to snake_case naming style",C0103
36,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/36.py,missing-module-docstring,Missing module docstring,C0114
36,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/36.py,invalid-name,"Module name ""36"" doesn't conform to snake_case naming style",C0103
36,convention,fizz_buzz,1,0,1.0,13.0,sample_data/GPT_3.5_Simple/Data/36.py,missing-function-docstring,Missing function or method docstring,C0116
120,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/120.py,missing-module-docstring,Missing module docstring,C0114
120,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/120.py,invalid-name,"Module name ""120"" doesn't conform to snake_case naming style",C0103
120,convention,maximum,1,0,1.0,11.0,sample_data/GPT_3.5_Simple/Data/120.py,missing-function-docstring,Missing function or method docstring,C0116
22,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/22.py,missing-module-docstring,Missing module docstring,C0114
22,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/22.py,invalid-name,"Module name ""22"" doesn't conform to snake_case naming style",C0103
22,convention,filter_integers,5,0,5.0,19.0,sample_data/GPT_3.5_Simple/Data/22.py,missing-function-docstring,Missing function or method docstring,C0116
31,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/31.py,missing-module-docstring,Missing module docstring,C0114
31,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/31.py,invalid-name,"Module name ""31"" doesn't conform to snake_case naming style",C0103
31,convention,is_prime,1,0,1.0,12.0,sample_data/GPT_3.5_Simple/Data/31.py,missing-function-docstring,Missing function or method docstring,C0116
31,refactor,is_prime,2,4,7.0,20.0,sample_data/GPT_3.5_Simple/Data/31.py,no-else-return,"Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",R1705
116,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/116.py,missing-module-docstring,Missing module docstring,C0114
116,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/116.py,invalid-name,"Module name ""116"" doesn't conform to snake_case naming style",C0103
116,convention,sort_array,1,0,1.0,14.0,sample_data/GPT_3.5_Simple/Data/116.py,missing-function-docstring,Missing function or method docstring,C0116
145,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/145.py,missing-module-docstring,Missing module docstring,C0114
145,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/145.py,invalid-name,"Module name ""145"" doesn't conform to snake_case naming style",C0103
145,convention,order_by_points,1,0,1.0,19.0,sample_data/GPT_3.5_Simple/Data/145.py,missing-function-docstring,Missing function or method docstring,C0116
53,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/53.py,missing-module-docstring,Missing module docstring,C0114
53,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/53.py,invalid-name,"Module name ""53"" doesn't conform to snake_case naming style",C0103
53,convention,add,1,0,1.0,7.0,sample_data/GPT_3.5_Simple/Data/53.py,missing-function-docstring,Missing function or method docstring,C0116
150,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/150.py,missing-module-docstring,Missing module docstring,C0114
150,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/150.py,invalid-name,"Module name ""150"" doesn't conform to snake_case naming style",C0103
150,convention,x_or_y,1,0,1.0,10.0,sample_data/GPT_3.5_Simple/Data/150.py,missing-function-docstring,Missing function or method docstring,C0116
150,refactor,x_or_y,10,4,13.0,16.0,sample_data/GPT_3.5_Simple/Data/150.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
12,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/12.py,missing-module-docstring,Missing module docstring,C0114
12,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/12.py,invalid-name,"Module name ""12"" doesn't conform to snake_case naming style",C0103
12,convention,longest,4,0,4.0,11.0,sample_data/GPT_3.5_Simple/Data/12.py,missing-function-docstring,Missing function or method docstring,C0116
17,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/17.py,missing-module-docstring,Missing module docstring,C0114
17,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/17.py,invalid-name,"Module name ""17"" doesn't conform to snake_case naming style",C0103
17,convention,parse_music,2,0,2.0,15.0,sample_data/GPT_3.5_Simple/Data/17.py,missing-function-docstring,Missing function or method docstring,C0116
51,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/51.py,missing-module-docstring,Missing module docstring,C0114
51,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/51.py,invalid-name,"Module name ""51"" doesn't conform to snake_case naming style",C0103
51,convention,remove_vowels,1,0,1.0,17.0,sample_data/GPT_3.5_Simple/Data/51.py,missing-function-docstring,Missing function or method docstring,C0116
64,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/64.py,missing-module-docstring,Missing module docstring,C0114
64,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/64.py,invalid-name,"Module name ""64"" doesn't conform to snake_case naming style",C0103
64,convention,vowels_count,1,0,1.0,16.0,sample_data/GPT_3.5_Simple/Data/64.py,missing-function-docstring,Missing function or method docstring,C0116
64,convention,vowels_count,4,4,8.0,22.0,sample_data/GPT_3.5_Simple/Data/64.py,consider-using-enumerate,Consider using enumerate instead of iterating with range and len,C0200
15,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/15.py,missing-module-docstring,Missing module docstring,C0114
15,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/15.py,invalid-name,"Module name ""15"" doesn't conform to snake_case naming style",C0103
15,convention,string_sequence,1,0,1.0,19.0,sample_data/GPT_3.5_Simple/Data/15.py,missing-function-docstring,Missing function or method docstring,C0116
55,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/55.py,missing-module-docstring,Missing module docstring,C0114
55,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/55.py,invalid-name,"Module name ""55"" doesn't conform to snake_case naming style",C0103
55,convention,fib,1,0,1.0,7.0,sample_data/GPT_3.5_Simple/Data/55.py,missing-function-docstring,Missing function or method docstring,C0116
130,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/130.py,missing-module-docstring,Missing module docstring,C0114
130,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/130.py,invalid-name,"Module name ""130"" doesn't conform to snake_case naming style",C0103
130,convention,tri,1,0,1.0,7.0,sample_data/GPT_3.5_Simple/Data/130.py,missing-function-docstring,Missing function or method docstring,C0116
109,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/109.py,missing-module-docstring,Missing module docstring,C0114
109,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/109.py,invalid-name,"Module name ""109"" doesn't conform to snake_case naming style",C0103
109,convention,move_one_ball,1,0,1.0,17.0,sample_data/GPT_3.5_Simple/Data/109.py,missing-function-docstring,Missing function or method docstring,C0116
109,warning,move_one_ball,8,4,8.0,14.0,sample_data/GPT_3.5_Simple/Data/109.py,unused-variable,Unused variable 'sorted_arr',W0612
96,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/96.py,missing-module-docstring,Missing module docstring,C0114
96,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/96.py,invalid-name,"Module name ""96"" doesn't conform to snake_case naming style",C0103
96,convention,is_prime,2,0,2.0,12.0,sample_data/GPT_3.5_Simple/Data/96.py,missing-function-docstring,Missing function or method docstring,C0116
96,convention,count_up_to,11,0,11.0,15.0,sample_data/GPT_3.5_Simple/Data/96.py,missing-function-docstring,Missing function or method docstring,C0116
158,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/158.py,missing-module-docstring,Missing module docstring,C0114
158,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/158.py,invalid-name,"Module name ""158"" doesn't conform to snake_case naming style",C0103
158,convention,find_max,1,0,1.0,12.0,sample_data/GPT_3.5_Simple/Data/158.py,missing-function-docstring,Missing function or method docstring,C0116
132,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/132.py,missing-module-docstring,Missing module docstring,C0114
132,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/132.py,invalid-name,"Module name ""132"" doesn't conform to snake_case naming style",C0103
132,convention,is_nested,1,0,1.0,13.0,sample_data/GPT_3.5_Simple/Data/132.py,missing-function-docstring,Missing function or method docstring,C0116
123,convention,,1,0,,,sample_data/GPT_3.5_Simple/Data/123.py,missing-module-docstring,Missing module docstring,C0114
