module,type,obj,line,column,endLine,endColumn,path,symbol,message,message-id
111,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/111.py,invalid-name,"Module name ""111"" doesn't conform to snake_case naming style",C0103
111,convention,histogram,1,0,1.0,13.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/111.py,missing-function-docstring,Missing function or method docstring,C0116
112,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/112.py,missing-module-docstring,Missing module docstring,C0114
112,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/112.py,invalid-name,"Module name ""112"" doesn't conform to snake_case naming style",C0103
112,convention,reverse_delete,1,0,1.0,18.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/112.py,missing-function-docstring,Missing function or method docstring,C0116
79,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/79.py,missing-module-docstring,Missing module docstring,C0114
79,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/79.py,invalid-name,"Module name ""79"" doesn't conform to snake_case naming style",C0103
79,convention,decimal_to_binary,2,0,2.0,21.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/79.py,missing-function-docstring,Missing function or method docstring,C0116
31,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/31.py,missing-module-docstring,Missing module docstring,C0114
31,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/31.py,invalid-name,"Module name ""31"" doesn't conform to snake_case naming style",C0103
31,convention,is_prime,1,0,1.0,12.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/31.py,missing-function-docstring,Missing function or method docstring,C0116
7,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/7.py,missing-module-docstring,Missing module docstring,C0114
7,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/7.py,invalid-name,"Module name ""7"" doesn't conform to snake_case naming style",C0103
7,convention,filter_by_substring,2,0,2.0,23.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/7.py,missing-function-docstring,Missing function or method docstring,C0116
102,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/102.py,missing-module-docstring,Missing module docstring,C0114
102,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/102.py,invalid-name,"Module name ""102"" doesn't conform to snake_case naming style",C0103
102,convention,choose_num,1,0,1.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/102.py,missing-function-docstring,Missing function or method docstring,C0116
65,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/65.py,missing-module-docstring,Missing module docstring,C0114
65,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/65.py,invalid-name,"Module name ""65"" doesn't conform to snake_case naming style",C0103
65,convention,circular_shift,1,0,1.0,18.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/65.py,missing-function-docstring,Missing function or method docstring,C0116
69,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/69.py,missing-module-docstring,Missing module docstring,C0114
69,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/69.py,invalid-name,"Module name ""69"" doesn't conform to snake_case naming style",C0103
69,convention,search,1,0,1.0,10.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/69.py,missing-function-docstring,Missing function or method docstring,C0116
141,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/141.py,missing-module-docstring,Missing module docstring,C0114
141,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/141.py,invalid-name,"Module name ""141"" doesn't conform to snake_case naming style",C0103
141,convention,file_name_check,1,0,1.0,19.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/141.py,missing-function-docstring,Missing function or method docstring,C0116
44,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/44.py,missing-module-docstring,Missing module docstring,C0114
44,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/44.py,invalid-name,"Module name ""44"" doesn't conform to snake_case naming style",C0103
44,convention,change_base,1,0,1.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/44.py,missing-function-docstring,Missing function or method docstring,C0116
107,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/107.py,missing-module-docstring,Missing module docstring,C0114
107,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/107.py,invalid-name,"Module name ""107"" doesn't conform to snake_case naming style",C0103
107,convention,even_odd_palindrome,1,0,1.0,23.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/107.py,missing-function-docstring,Missing function or method docstring,C0116
81,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/81.py,missing-module-docstring,Missing module docstring,C0114
81,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/81.py,invalid-name,"Module name ""81"" doesn't conform to snake_case naming style",C0103
81,convention,numerical_letter_grade,1,0,1.0,26.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/81.py,missing-function-docstring,Missing function or method docstring,C0116
103,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/103.py,missing-module-docstring,Missing module docstring,C0114
103,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/103.py,invalid-name,"Module name ""103"" doesn't conform to snake_case naming style",C0103
103,convention,rounded_avg,2,0,2.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/103.py,missing-function-docstring,Missing function or method docstring,C0116
28,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/28.py,missing-module-docstring,Missing module docstring,C0114
28,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/28.py,invalid-name,"Module name ""28"" doesn't conform to snake_case naming style",C0103
28,convention,concatenate,4,0,4.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/28.py,missing-function-docstring,Missing function or method docstring,C0116
73,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/73.py,missing-module-docstring,Missing module docstring,C0114
73,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/73.py,invalid-name,"Module name ""73"" doesn't conform to snake_case naming style",C0103
73,convention,smallest_change,1,0,1.0,19.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/73.py,missing-function-docstring,Missing function or method docstring,C0116
3,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/3.py,missing-module-docstring,Missing module docstring,C0114
3,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/3.py,invalid-name,"Module name ""3"" doesn't conform to snake_case naming style",C0103
3,convention,below_zero,5,0,5.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/3.py,missing-function-docstring,Missing function or method docstring,C0116
59,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/59.py,missing-module-docstring,Missing module docstring,C0114
59,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/59.py,invalid-name,"Module name ""59"" doesn't conform to snake_case naming style",C0103
59,convention,largest_prime_factor,1,0,1.0,24.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/59.py,missing-function-docstring,Missing function or method docstring,C0116
136,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/136.py,missing-module-docstring,Missing module docstring,C0114
136,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/136.py,invalid-name,"Module name ""136"" doesn't conform to snake_case naming style",C0103
136,convention,largest_smallest_integers,1,0,1.0,29.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/136.py,missing-function-docstring,Missing function or method docstring,C0116
140,convention,,18,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/140.py,trailing-newlines,Trailing newlines,C0305
140,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/140.py,missing-module-docstring,Missing module docstring,C0114
140,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/140.py,invalid-name,"Module name ""140"" doesn't conform to snake_case naming style",C0103
140,convention,fix_spaces,1,0,1.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/140.py,missing-function-docstring,Missing function or method docstring,C0116
146,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/146.py,missing-module-docstring,Missing module docstring,C0114
146,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/146.py,invalid-name,"Module name ""146"" doesn't conform to snake_case naming style",C0103
146,convention,specialFilter,1,0,1.0,17.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/146.py,missing-function-docstring,Missing function or method docstring,C0116
146,convention,specialFilter,1,0,1.0,17.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/146.py,invalid-name,"Function name ""specialFilter"" doesn't conform to snake_case naming style",C0103
57,convention,,2,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/57.py,line-too-long,Line too long (111/100),C0301
57,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/57.py,missing-module-docstring,Missing module docstring,C0114
57,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/57.py,invalid-name,"Module name ""57"" doesn't conform to snake_case naming style",C0103
57,convention,monotonic,1,0,1.0,13.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/57.py,missing-function-docstring,Missing function or method docstring,C0116
94,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/94.py,missing-module-docstring,Missing module docstring,C0114
94,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/94.py,invalid-name,"Module name ""94"" doesn't conform to snake_case naming style",C0103
94,convention,is_prime,1,0,1.0,12.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/94.py,missing-function-docstring,Missing function or method docstring,C0116
94,convention,sum_of_digits,10,0,10.0,17.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/94.py,missing-function-docstring,Missing function or method docstring,C0116
94,convention,find_largest_prime_sum,14,0,14.0,26.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/94.py,missing-function-docstring,Missing function or method docstring,C0116
34,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/34.py,missing-module-docstring,Missing module docstring,C0114
34,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/34.py,invalid-name,"Module name ""34"" doesn't conform to snake_case naming style",C0103
34,convention,unique,1,0,1.0,10.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/34.py,missing-function-docstring,Missing function or method docstring,C0116
123,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/123.py,missing-module-docstring,Missing module docstring,C0114
123,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/123.py,invalid-name,"Module name ""123"" doesn't conform to snake_case naming style",C0103
123,convention,get_odd_collatz,2,0,2.0,19.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/123.py,missing-function-docstring,Missing function or method docstring,C0116
11,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/11.py,missing-module-docstring,Missing module docstring,C0114
11,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/11.py,invalid-name,"Module name ""11"" doesn't conform to snake_case naming style",C0103
11,convention,string_xor,2,0,2.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/11.py,missing-function-docstring,Missing function or method docstring,C0116
85,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/85.py,missing-module-docstring,Missing module docstring,C0114
85,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/85.py,invalid-name,"Module name ""85"" doesn't conform to snake_case naming style",C0103
85,convention,add,1,0,1.0,7.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/85.py,missing-function-docstring,Missing function or method docstring,C0116
64,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/64.py,missing-module-docstring,Missing module docstring,C0114
64,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/64.py,invalid-name,"Module name ""64"" doesn't conform to snake_case naming style",C0103
64,convention,vowels_count,2,0,2.0,16.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/64.py,missing-function-docstring,Missing function or method docstring,C0116
91,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/91.py,missing-module-docstring,Missing module docstring,C0114
91,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/91.py,invalid-name,"Module name ""91"" doesn't conform to snake_case naming style",C0103
91,convention,is_bored,4,0,4.0,12.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/91.py,missing-function-docstring,Missing function or method docstring,C0116
91,convention,is_bored,4,13,4.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/91.py,invalid-name,"Argument name ""S"" doesn't conform to snake_case naming style",C0103
8,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/8.py,missing-module-docstring,Missing module docstring,C0114
8,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/8.py,invalid-name,"Module name ""8"" doesn't conform to snake_case naming style",C0103
8,convention,sum_product,4,0,4.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/8.py,missing-function-docstring,Missing function or method docstring,C0116
98,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/98.py,missing-module-docstring,Missing module docstring,C0114
98,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/98.py,invalid-name,"Module name ""98"" doesn't conform to snake_case naming style",C0103
98,convention,count_upper,1,0,1.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/98.py,missing-function-docstring,Missing function or method docstring,C0116
113,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/113.py,missing-module-docstring,Missing module docstring,C0114
113,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/113.py,invalid-name,"Module name ""113"" doesn't conform to snake_case naming style",C0103
113,convention,odd_count,1,0,1.0,13.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/113.py,missing-function-docstring,Missing function or method docstring,C0116
155,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/155.py,missing-module-docstring,Missing module docstring,C0114
155,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/155.py,invalid-name,"Module name ""155"" doesn't conform to snake_case naming style",C0103
155,convention,even_odd_count,1,0,1.0,18.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/155.py,missing-function-docstring,Missing function or method docstring,C0116
158,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/158.py,missing-module-docstring,Missing module docstring,C0114
158,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/158.py,invalid-name,"Module name ""158"" doesn't conform to snake_case naming style",C0103
158,convention,find_max,1,0,1.0,12.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/158.py,missing-function-docstring,Missing function or method docstring,C0116
139,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/139.py,missing-module-docstring,Missing module docstring,C0114
139,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/139.py,invalid-name,"Module name ""139"" doesn't conform to snake_case naming style",C0103
139,convention,special_factorial,1,0,1.0,21.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/139.py,missing-function-docstring,Missing function or method docstring,C0116
156,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/156.py,missing-module-docstring,Missing module docstring,C0114
156,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/156.py,invalid-name,"Module name ""156"" doesn't conform to snake_case naming style",C0103
86,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/86.py,missing-module-docstring,Missing module docstring,C0114
86,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/86.py,invalid-name,"Module name ""86"" doesn't conform to snake_case naming style",C0103
86,convention,anti_shuffle,1,0,1.0,16.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/86.py,missing-function-docstring,Missing function or method docstring,C0116
124,convention,,5,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/124.py,superfluous-parens,Unnecessary parens after 'not' keyword,C0325
124,convention,,7,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/124.py,superfluous-parens,Unnecessary parens after 'not' keyword,C0325
124,convention,,9,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/124.py,superfluous-parens,Unnecessary parens after 'not' keyword,C0325
124,convention,,13,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/124.py,superfluous-parens,Unnecessary parens after 'not' keyword,C0325
124,convention,,16,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/124.py,superfluous-parens,Unnecessary parens after 'not' keyword,C0325
124,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/124.py,missing-module-docstring,Missing module docstring,C0114
124,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/124.py,invalid-name,"Module name ""124"" doesn't conform to snake_case naming style",C0103
124,convention,valid_date,1,0,1.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/124.py,missing-function-docstring,Missing function or method docstring,C0116
124,warning,valid_date,18,4,19.0,20.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/124.py,bare-except,No exception type(s) specified,W0702
124,refactor,valid_date,1,0,1.0,14.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/124.py,too-many-return-statements,Too many return statements (7/6),R0911
70,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/70.py,missing-module-docstring,Missing module docstring,C0114
70,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/70.py,invalid-name,"Module name ""70"" doesn't conform to snake_case naming style",C0103
70,convention,strange_sort_list,1,0,1.0,21.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/70.py,missing-function-docstring,Missing function or method docstring,C0116
105,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/105.py,missing-module-docstring,Missing module docstring,C0114
105,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/105.py,invalid-name,"Module name ""105"" doesn't conform to snake_case naming style",C0103
105,convention,by_length,1,0,1.0,13.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/105.py,missing-function-docstring,Missing function or method docstring,C0116
137,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/137.py,missing-module-docstring,Missing module docstring,C0114
137,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/137.py,invalid-name,"Module name ""137"" doesn't conform to snake_case naming style",C0103
137,convention,compare_one,2,0,2.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/137.py,missing-function-docstring,Missing function or method docstring,C0116
133,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/133.py,missing-module-docstring,Missing module docstring,C0114
133,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/133.py,invalid-name,"Module name ""133"" doesn't conform to snake_case naming style",C0103
133,convention,sum_squares,4,0,4.0,15.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/133.py,missing-function-docstring,Missing function or method docstring,C0116
110,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/110.py,missing-module-docstring,Missing module docstring,C0114
110,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/110.py,invalid-name,"Module name ""110"" doesn't conform to snake_case naming style",C0103
110,convention,exchange,1,0,1.0,12.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/110.py,missing-function-docstring,Missing function or method docstring,C0116
110,refactor,exchange,5,4,8.0,19.0,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/110.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
77,convention,,1,0,,,sample_data/GPT_3.5_Turbo_Improved_Prompt/Dataset/77.py,missing-module-docstring,Missing module docstring,C0114
